id,title,type,description,text_unit_ids,frequency,degree,source_supported,primary_classification,expected_type,duplicate_or_alias_of,description_problem,likely_pipeline_stage,audit_notes
77bbf890-2cda-455a-9386-124a78b8c628,UMWELTFÖRDERUNGSGESETZ (UFG),POLICY,"Policy type: law; Jurisdiction: Austria; Status: in force; Source meaning: Federal Environmental Support Act covers promotion of water management, environmental measures, contaminated site remediation, biodiversity, and climate protection measures in Austria.",['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],1,6,,,,,,,
7d06c677-ced1-4eb8-98cc-b5315371984d,BÜRGER:INNEN,STAKEHOLDER,"BÜRGER:INNEN refers to Austrian citizens identified as participants and direct beneficiaries in Austria’s energy transition, particularly in the expansion of photovoltaics (PV). They are intended to take part in new market models such as energy communities and are recognized as stakeholders whose participation is facilitated by digitalization, smart energy management, and reduced barriers to active involvement. The described vision for 2040 includes citizens becoming active customers and market participants in the electricity market, with their engagement especially targeted through the development and local generation of PV.","['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'
 '50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",5,5,,,,,,,
9cf52f2d-7ffa-4530-81db-16cd422a455b,UNTERNEHMEN,STAKEHOLDER,"UNTERNEHMEN refers to businesses or companies in Austria that use photovoltaic (PV) systems and/or smart energy management solutions, are key stakeholders targeted by the strategic regulatory framework to incentivize PV installation, benefit from and help shape Austria's PV expansion and transformation, utilize smart local energy management and storage to optimize generation and consumption peaks and increase self-consumption, and whose participation in the energy transition is supported through digitalization and energy-management solutions.","['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'
 'f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",5,5,,,,,,,
8e7027a7-48e5-4dd0-ae3e-dde4f09e565b,PROJEKTENTWICKLUNGSPHASE,CONSTRAINT,"Project development phase, referenced as a stage where active public involvement is required to address social acceptance and potential neighborly resistance.",['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],1,1,,,,,,,
e2aaf101-7a91-45c0-b2c1-876a8457fdd8,WASSERWIRTSCHAFT,CONSTRAINT,"Water management is described in the context of the Umweltförderungsgesetz, potentially indicating areas requiring balancing or protection within environmental policy.",['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],1,1,,,,,,,
b8a59031-bdca-4dbc-828a-34570d9356a8,"KURZ-, MITTEL- UND LANGFRISTIGER SPEICHERBEDARF",CONSTRAINT,"Short-, medium-, and long-term storage demand, which must be evaluated as part of grid and flexibility optimisation.",['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],1,2,,,,,,,
41a8b52e-9ac1-4549-99fb-5f410555a8aa,EUROPÄISCHER STROMMARKT,GEOGRAPHIC_AREA,The European electricity market is referenced as the geographic and market area with which Austria's electricity infrastructure and renewable generation are interconnected and impacted.,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],1,0,,,,,,,
0cf54118-f6ed-40b3-9639-7f37ac7569f9,BUNDESLAND,GEOGRAPHIC_AREA,"An Austrian federal state (""Bundesland"") is a key administrative area addressed in relation to PV expansion targets and the designation of areas for renewable energy.",['41bd25afdc1cce74b36dd6db5e44e91354172fda16475ab6a3f6cf99bddc720aa91cb56b5ea1b1c4774c8c97017d6bb03c52ba2676d7cfaab1c73fed8ab82912'],1,2,,,,,,,
f392ad38-3c4b-4875-a70e-69341787ddd2,ENERGIEINFRASTRUKTUREN,INFRASTRUCTURE,"ENERGIEINFRASTRUKTUREN refers to physical and digital infrastructures for producing, transmitting, distributing, storing, or managing energy, including infrastructures beyond power grids, which are subject to cost-optimized further development for sector-wide PV expansion in Austria.","['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b']",2,2,,,,,,,
1d801e98-4d5f-4f07-81ed-3cf782eb420e,ÖFFENTLICHES NETZ,INFRASTRUCTURE,"The public electricity grid, referenced in connection with restrictions on transmitting all surplus PV generation to the grid at any given time.</|>",['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],1,1,,,,,,,
dc6d3463-fdca-4a8e-ac9c-51ee6bc90d8d,BILDUNG UND AUSBILDUNG,INFRASTRUCTURE,Education and training are structural channels for disseminating research and development results to all relevant demand groups in the context of Austrian PV system and technology advancement.</|>,['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],1,1,,,,,,,
db819666-20f9-49ea-8f68-736211661646,"REKORDMARKEN PV-NEUINSTALLATION — 1 GW (2022); 2,5 GW (2023)",MARKET_METRIC,"Metric: PV new installations; Value: 1 GW in 2022, 2.5 GW in 2023; Unit: GW; Reference years: 2022, 2023; Geographic scope: Austria; Approximate: yes for 2023; Source meaning: 2022 saw 1 GW, and 2023 about 2.5 GW of new PV installations, marking record values.",['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],1,2,,,,,,,
634a0df1-becb-4f65-82e4-f0595fa26068,RECYCLINGFÄHIGKEIT PV-PRODUKTE,MARKET_METRIC,Metric: recyclability of PV products; Value: meeting circular economy criteria; Unit: qualitative; Reference year: not stated; Geographic scope: Austria; Approximate: yes; Source meaning: PV products comply with circular economy requirements in the scenario.,['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'],1,1,,,,,,,
42d6c988-26ee-468c-8f7c-d4b2675318d7,"ANTEIL FOSSILE ENERGIETRÄGER AM ENERGIEEINSATZ — KNAPP ZWEI DRITTEL (ÖSTERREICH, 2023)",MARKET_METRIC,"Metric: share of fossil energy carriers in total energy use; Value: just under two thirds; Unit: percent (implied); Reference year: 2023; Geographic scope: Austria; Approximate: yes; Source meaning: in 2023, about two thirds of Austria's energy use came from fossil sources.",['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],1,2,,,,,,,
f74b5528-228f-43bc-ad66-46e6e0c152d1,EUROPÄISCHER RAT,ORGANIZATION,The European Council is referenced in the context of enacting and amending EU directives related to renewable energies.,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],1,2,,,,,,,
1acd5f1b-4765-47fe-9f98-dfde96b7ec03,EU SOLAR PV INDUSTRY ALLIANCE (ESIA),ORGANIZATION,"European alliance, founded in spring 2022, aiming to preserve and strengthen the European photovoltaic production value chain.",['7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052'],1,2,,,,,,,
2f2d1361-09f0-4e4a-857a-83ec2cfb9413,UNI KLAGENFURT,ORGANIZATION,"The University of Klagenfurt, referenced as a research institution involved in the study ""Erneuerbare Energien in Österreich 2023"".",['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],1,0,,,,,,,
0f7517ac-ee63-4e60-920f-30dc77df8f43,RICHTLINIE (EU) 2018/2001,POLICY,Policy type: directive; Jurisdiction: European Union; Status: in force; Source meaning: EU Renewable Energy Directive 2018/2001 is referenced as being implemented and amended by other policies.,['6927535991c09031efd0df39ec21591dd3bb460da14c01bc36d343f0078b726ed44d06a0c6bb518236ea61ed8c8b15365630cf185b8012e963898f2e117f7d8a'],1,4,,,,,,,
fe2deab3-5575-44f0-a82f-8cc7ffadeae2,FTI-SCHWERPUNKT KLIMANEUTRALE STADT,POLICY,"Policy type: national research and innovation focus; Jurisdiction: Austria; Status: ongoing; Source meaning: A research, development, and innovation focus of the Austrian government addressing climate neutrality in cities and incorporating PV-related cross-cutting issues.</|>",['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],1,2,,,,,,,
57e72d16-6a22-48ab-bedd-e8acf443d5dd,AUSBILDNER:INNEN,STAKEHOLDER,Trainers and educators involved in vocational schools and other PV-relevant training initiatives.,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],1,1,,,,,,,
a93b589d-a3c6-496d-b7f4-dc4dab9d58f2,AKTIVE KUND:INNEN,STAKEHOLDER,Active customers are individuals or groups with own storage or generation installations who are legally allowed to share surplus energy or jointly use energy produced in communal installations.,['05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5'],1,4,,,,,,,
e25cc365-ea6d-4224-b044-cd26e3df9e41,LEONORE GEWESSLER,STAKEHOLDER,"Leonore Gewessler is identified as the Austrian Federal Minister responsible for BMK, a relevant policy stakeholder in the Austrian photovoltaic strategy process.",['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1,,,,,,,
5e3944ae-3ca9-4f70-b1c4-a60bf10049a7,NULL-PROZENT-UMSATZSTEUER FÜR PV-ANLAGEN BIS 35 KWP,SUPPORT_SCHEME,Zero-percent VAT for PV systems up to 35 kWp installed on eligible buildings is a financial support measure implemented from 2024 to facilitate deployment.,['50fb8f6506c2271985ee7ffe42523d2eb06abbd85be8ea5021ae2d36d260f6f63d177e59ca2da764eeaeb4a953c841282dbf214859a753f968cb6e6cb86e0c72'],1,0,,,,,,,
98ec393d-5537-4d75-ab04-9c9a118f5347,GENEHMIGUNGSVER­­EINFACHUNGEN UND -FREISTELLUNGEN,SUPPORT_SCHEME,Simplified and exempted approval procedures are support schemes to reduce administrative hurdles for PV deployment.,['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'],1,2,,,,,,,
6551dfa3-ce47-4eed-ad10-cfb38fadbd32,FAKTENBASIERTE INFORMATION BEI PROJEKTUMSETZUNG,SUPPORT_SCHEME,Provision of fact-based information at every project stage as a means to secure and increase social acceptance of PV.,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],1,1,,,,,,,
221d25fa-12c7-49d2-9234-50d980446585,NACHHALTIGE UND GÜNSTIGE STROMVERSORGUNG,TARGET,Target: sustainable and affordable electricity supply; Target value: unspecified; Unit: n/a; Deadline: unspecified; Geographic scope: Austria; Status: official/aspirational; Source meaning: the aim to provide a power supply that is both sustainable and economically accessible in Austria.,['d7219f76b31818b7b13bf08dda81003d752e53f7660831d5e201d105d2bc1fc19e8cc49ca6cd21e08570939d7fb3e87b45f0f5feb8575df195e7be8cbd3b6475'],1,1,,,,,,,
57eaab28-2aee-49b3-8e6b-42e4586e6b84,FACHKRÄFTESICHERUNG,TARGET,Target: securing qualified workers in the PV sector; Target value: secured; Unit: workforce qualification (qualitative); Deadline: unknown; Geographic scope: Austria; Status: proposed/unknown; Source meaning: The policy aim is to safeguard the supply of qualified skilled workers for the PV sector.,['9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b'],1,1,,,,,,,
aaf04b52-fb57-47d2-b5b9-9a1c2570fa46,RESILIENZ UND ZUVERLÄSSIGKEIT DES ENERGIESYSTEMS,TARGET,Target: improved resilience and reliability of the energy system; Target value: not quantified; Deadline: unknown; Geographic scope: Austria; Status: planned; Source meaning: increasing the resilience and reliability of the energy system is listed as a planned step.,['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],1,1,,,,,,,
238d4fd1-9ab1-490d-8942-b293da6b84fa,FOSSILE ENERGIETRÄGER,TECHNOLOGY,"Fossil energy carriers are identified as the current main energy source in Austria, targeted for complete phase-out by 2040.",['50e06bf07ca2ce3a4e0dc0520305a36334e339dc022e32de2a78b62769102078202b01514330a1c4939e30fdb8f4d3884f790c7814b2e95e9bdb0894b3323a4e'],1,1,,,,,,,
047aa784-708b-4cb3-bf96-a695817fcf62,WÄRMEPUMPENSTEUERUNG,TECHNOLOGY,Heat pump control (Wärmepumpensteuerung) is cited as a possible technology for demand-side management of PV power.,['6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302'],1,1,,,,,,,
5c8bf3a7-3a7f-45d8-b177-a92ea0295cc3,BAUWERKINTEGRIERTE ARCHITEKTONISCH ANGEPASSTE PHOTOVOLTAIK,TECHNOLOGY,"Building-integrated, architecturally adapted photovoltaics are PV systems incorporated as a standard within building structures with design adaptation.",['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'],1,1,,,,,,,
f717ab58-addf-4b26-afc2-f444ed17ad8b,BUNDESLÄNDER,GEOGRAPHIC_AREA,"BUNDESLÄNDER refers to the federal states of Austria, which are sub-national geographic areas that play a central role in achieving renewable energy and photovoltaic (PV) targets. They are key for implementation areas such as building codes, zoning, and nature protection, and are responsible for ambitious PV expansion targets and their implementation.","['e498566a78d36b3ce13304157993b9b4269045840f1d63663ab07328cc5c6a9ebc15f47c9ae340cbebf706bc8faebd35ccc4f11ae0aa4cb9a223345224329757'
 '23663988970639bea940978ccbd9150fd292856f2f31a1d587392606a64713d5dfeade66f1beea67d1cc0b0e93012337685e0eca3267f98c1695a466657a8b24']",2,5,,,,,,,
122b4094-e37b-4da4-ad70-7293872867e5,ENERGIEBERATUNGSSTELLEN DER BUNDESLÄNDER,ORGANIZATION,"The energy advisory services of the Austrian federal states, cooperating with the Coordination Office for Energy Communities to support the establishment of energy communities and provide information.</|>",['dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750'],1,1,,,,,,,
